MOL_FORMULA	NUM_REPEATS	EXACT_MASS	NUM_CARBONS	ISOTOPE_2	ISOTOPE_3	ISOTOPE_4	ISOTOPE_5	ISOTOPE_6
C7H10O	15	110.07316494	7	0.07571009804912565	0.3199577613516368	0.024224033483511168		
C6H10N2	9	110.08439831999999	6	0.06489436975639341	0.31995776135163667	0.020763457271580993		
C8H14	6	110.109550448	8	0.08652582634185783	0.3199577613516365	0.027684609695441294	0.0010480022572468182	
C5H5NS	2	111.01427016	5	0.05407864146366116	0.3199577613516367	0.01730288105965083	0.014459273108590767	
C5H5NO2	10	111.0320284	5	0.0540786414636612	0.31995776135163684	0.017302881059650835	0.0013150223257933896	
C4H5N3O	6	111.04326178	4	0.04326291317092893	0.3199577613516366	0.013842304847720652		
C3H5N5	3	111.05449516	3	0.032447184878196714	0.31995776135163667	0.0103817286357905		
C6H9NO	15	111.068413908	6	0.0648943697563934	0.3199577613516368	0.020763457271580996		
C5H9N3	8	111.07964728799999	5	0.05407864146366117	0.31995776135163667	0.01730288105965083		
C7H13N	10	111.10479941599999	7	0.07571009804912562	0.31995776135163684	0.024224033483511164		
CH5O4P	2	111.99254527	1	0.010815728292732233	0.31995776135163656	0.003460576211930165	0.0026300446515867765	
C5H4OS	2	111.998285748	5	0.05407864146366117	0.3199577613516367	0.017302881059650825	0.014459273108590765	
C5H4O3	6	112.01604398799999	5	0.05407864146366117	0.3199577613516366	0.017302881059650825	0.0019725334886900826	
C4H4N2O2	7	112.027277368	4	0.04326291317092894	0.3199577613516368	0.01384230484772066	0.0013150223257933883	
C6H8S	7	112.034671256	6	0.06489436975639339	0.3199577613516367	0.020763457271580993	0.014459273108590765	
C3H4N4O	2	112.038510748	3	0.03244718487819671	0.31995776135163656	0.010381728635790491		
C6H8O2	31	112.052429496	6	0.06489436975639343	0.31995776135163667	0.02076345727158099	0.0013150223257933885	
C5H8N2O	8	112.063662876	5	0.05407864146366119	0.31995776135163667	0.01730288105965083		
C4H8N4	3	112.07489625599999	4	0.04326291317092893	0.31995776135163667	0.013842304847720654		
C7H12O	28	112.088815004	7	0.0757100980491256	0.31995776135163656	0.024224033483511154		
C6H12N2	6	112.10004838399999	6	0.06489436975639339	0.3199577613516367	0.02076345727158099		
C8H16	18	112.12520051199999	8	0.08652582634185786	0.31995776135163667	0.02768460969544132	0.0010480022572468182	
C4H3NOS	3	112.993534716	4	0.04326291317092894	0.3199577613516367	0.013842304847720662	0.014459273108590763	
C4H3NO3	2	113.01129295599999	4	0.04326291317092894	0.3199577613516366	0.01384230484772066	0.0019725334886900826	
C3H3N3O2	6	113.022526336	3	0.03244718487819671	0.31995776135163667	0.010381728635790498	0.0013150223257933885	
C5H7NS	9	113.029920224	5	0.05407864146366119	0.31995776135163667	0.01730288105965082	0.014459273108590763	
C5H7NO2	10	113.047678464	5	0.054078641463661176	0.31995776135163684	0.017302881059650835	0.0013150223257933885	
C4H7N3O	2	113.058911844	4	0.043262913170928924	0.31995776135163684	0.01384230484772066		
C6H11NO	16	113.084063972	6	0.06489436975639344	0.3199577613516366	0.020763457271580996		
C7H15N	11	113.12044947999999	7	0.07571009804912562	0.3199577613516366	0.024224033483511157		
